CNES - Recursos Físicos - Hospitalar - Leitos de internação - Brasil
Quantidade SUS por Município e Ano/mês compet.
Leitos cirúrgicos: Cirurgia geral
Período:Mar/2020-Abr/2021
"Município";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"2021/Abr"
"292870 Santo Antônio de Jesus";65;65;65;65;65;65;65;65;65;65;65;65;65;65
"292880 Santo Estêvão";36;36;36;36;36;36;36;36;36;36;36;36;36;36
"292890 São Desidério";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"292910 São Felipe";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"292900 São Félix";12;12;12;12;12;12;12;12;12;12;12;12;12;12
"292905 São Félix do Coribe";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"292920 São Francisco do Conde";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"292925 São Gabriel";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"292930 São Gonçalo dos Campos";12;12;12;12;12;12;12;12;12;12;12;12;12;12
"292940 São Miguel das Matas";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"292950 São Sebastião do Passé";12;12;12;12;12;12;12;12;12;12;12;12;12;12
"292960 Sapeaçu";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"292970 Sátiro Dias";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"292980 Saúde";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"292990 Seabra";33;33;33;33;33;33;33;33;33;33;33;33;33;33
"293000 Sebastião Laranjeiras";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"293010 Senhor do Bonfim";20;20;20;20;20;20;20;20;20;20;20;8;8;8
"293020 Sento Sé";9;9;9;9;9;9;9;9;9;9;9;9;9;9
"293015 Serra do Ramalho";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"293030 Serra Dourada";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"293040 Serra Preta";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"293050 Serrinha";33;33;33;33;33;33;33;33;33;33;33;33;33;33
"293060 Serrolândia";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"293070 Simões Filho";16;16;16;16;16;16;16;16;16;16;16;16;16;16
"293075 Sítio do Mato";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"293077 Sobradinho";6;6;6;6;6;6;6;10;10;10;10;10;10;10
"293090 Tabocas do Brejo Velho";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"293105 Tanque Novo";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"293130 Tapiramutá";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"293135 Teixeira de Freitas";31;31;31;31;31;31;31;31;31;31;31;31;31;31
"293160 Teolândia";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"293180 Tremedal";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"293190 Tucano";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"293210 Ubaíra";16;16;16;16;16;16;16;16;16;16;16;16;16;16
"293220 Ubaitaba";24;24;24;24;24;24;24;24;24;24;24;24;24;24
"293240 Uibaí";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"293250 Una";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"293260 Urandi";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"293290 Valença";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"293300 Valente";11;11;11;11;11;11;11;11;11;11;11;11;11;11
"293305 Várzea da Roça";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"293315 Várzea Nova";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"293320 Vera Cruz";3;3;3;-;-;-;-;-;-;-;-;-;-;-
"293330 Vitória da Conquista";71;71;71;71;71;73;73;73;73;73;73;73;73;73
"293340 Wagner";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"293345 Wanderley";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"293350 Wenceslau Guimarães";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"293360 Xique-Xique";22;22;22;22;22;22;22;22;22;22;22;22;22;22
"310010 Abadia dos Dourados";2;2;2;2;2;2;2;2;2;2;5;5;2;2
"310020 Abaeté";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"310030 Abre Campo";13;13;13;13;13;13;13;13;13;13;13;13;13;13
"310090 Águas Formosas";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"310100 Águas Vermelhas";11;11;11;11;11;11;11;11;11;11;11;11;11;11
"310110 Aimorés";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"310120 Aiuruoca";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"310150 Além Paraíba";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"310160 Alfenas";16;16;16;16;16;16;16;16;16;16;16;16;16;16
"310170 Almenara";12;15;15;15;15;15;15;15;15;15;15;15;15;15
"310190 Alpinópolis";14;14;14;14;14;15;14;15;14;14;14;14;14;14
"310200 Alterosa";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"310230 Alvinópolis";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"310260 Andradas";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"310280 Andrelândia";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"310340 Araçuaí";14;14;14;14;14;14;14;14;14;14;14;14;14;14
"310350 Araguari";13;13;13;13;13;13;13;13;13;13;13;13;13;13
"310375 Araporã";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"310400 Araxá";18;18;18;17;4;4;4;4;4;13;13;13;13;14
"310420 Arcos";4;4;4;4;4;4;4;4;4;4;4;4;-;4
"310430 Areado";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"310450 Arinos";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"310470 Ataléia";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"310490 Baependi";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"310510 Bambuí";10;10;14;14;14;14;17;11;11;11;11;11;11;11
"310540 Barão de Cocais";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"310560 Barbacena";29;37;37;29;29;24;24;24;24;24;24;24;24;24
"310590 Barroso";9;9;9;9;9;9;9;9;9;9;9;9;9;6
"310620 Belo Horizonte";422;422;422;422;422;414;414;407;409;409;409;409;379;379
"310630 Belo Oriente";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"310640 Belo Vale";2;2;2;2;2;3;3;3;3;3;3;3;3;3
"310650 Berilo";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"310670 Betim";35;35;35;35;35;35;35;35;35;35;35;35;35;35
"310690 Bicas";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"310710 Boa Esperança";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"310730 Bocaiúva";18;18;18;18;18;18;18;18;18;18;18;18;18;18
"310740 Bom Despacho";5;5;5;3;-;1;1;1;1;1;1;1;3;3
"310780 Bom Jesus do Galho";10;10;-;-;-;-;-;-;-;-;-;-;-;-
"310800 Bom Sucesso";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"310840 Botelhos";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"310860 Brasília de Minas";12;12;12;12;12;12;12;12;12;12;12;12;12;12
"310900 Brumadinho";3;3;3;3;3;3;3;3;3;3;3;3;4;4
"310930 Buritis";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"310950 Cabo Verde";2;2;2;2;4;4;4;4;2;2;2;2;2;2
"310990 Caetanópolis";6;6;6;6;6;9;9;9;6;6;6;6;6;6
"311000 Caeté";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"311030 Caldas";5;5;5;5;5;5;5;8;8;8;5;5;5;5
"311050 Camanducaia";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"311060 Cambuí";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"311070 Cambuquira";4;4;4;4;4;4;5;5;5;5;5;5;5;5
"311090 Campanha";5;5;-;-;-;-;-;-;-;-;-;-;-;-
"311100 Campestre";8;8;4;4;4;4;4;4;4;4;4;4;4;4
"311110 Campina Verde";3;3;3;3;3;5;5;5;5;5;5;5;5;5
"311120 Campo Belo";11;11;11;11;11;11;11;11;11;11;11;11;11;11
"311130 Campo do Meio";4;4;4;4;4;4;4;4;4;4;4;4;-;-
"311150 Campos Altos";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"311160 Campos Gerais";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"311180 Canápolis";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"311230 Capelinha";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"311260 Capinópolis";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"311270 Capitão Enéas";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"311280 Capitólio";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"311300 Caraí";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"311320 Carandaí";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"311330 Carangola";20;20;20;20;20;20;20;20;20;20;20;20;20;20
"311340 Caratinga";18;18;18;18;18;18;18;18;34;34;34;34;34;34
"311360 Careaçu";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"311370 Carlos Chagas";7;7;7;7;7;7;7;9;9;9;9;9;9;9
"311390 Carmo da Cachoeira";4;4;4;4;4;4;5;5;5;5;5;5;5;5
"311400 Carmo da Mata";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"311430 Carmo do Paranaíba";12;12;12;12;12;12;12;12;12;12;12;12;12;12
"311440 Carmo do Rio Claro";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"311450 Carmópolis de Minas";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"311460 Carrancas";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"311510 Cássia";10;8;3;3;3;3;3;3;3;3;3;3;3;3
"311530 Cataguases";14;14;14;14;14;14;14;14;14;14;14;14;14;14
"311550 Caxambu";2;2;2;2;2;2;3;3;3;3;3;3;3;3
"311570 Central de Minas";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"311580 Centralina";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"311615 Chapada Gaúcha";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"311660 Cláudio";8;8;10;10;10;10;10;10;10;10;10;10;10;10
"311680 Coluna";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"311710 Conceição da Aparecida";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"311730 Conceição das Alagoas";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"311750 Conceição do Mato Dentro";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"311770 Conceição do Rio Verde";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"311800 Congonhas";15;15;15;15;15;15;15;15;15;15;15;15;15;15
"311830 Conselheiro Lafaiete";25;19;19;19;19;19;19;19;19;19;24;24;24;24
"311840 Conselheiro Pena";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"311860 Contagem";30;30;30;30;32;32;32;32;32;32;32;32;32;32
"311880 Coração de Jesus";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"311930 Coromandel";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"311940 Coronel Fabriciano";7;7;7;7;4;4;4;4;4;4;4;4;4;4
"312020 Cristais";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"312050 Cristina";1;1;1;1;1;1;1;1;1;1;1;1;-;-
"312080 Cruzília";12;12;12;12;12;12;12;12;12;12;12;12;12;12
"312090 Curvelo";29;29;29;29;29;29;29;29;29;29;29;29;29;29
"312120 Delfinópolis";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"312160 Diamantina";18;18;18;18;18;18;18;18;18;18;18;18;18;18
"312200 Divino";7;7;8;8;8;8;8;8;8;8;8;8;8;8
"312230 Divinópolis";15;15;15;15;15;15;15;15;15;15;15;15;15;15
"312270 Dom Silvério";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"312320 Dores do Indaiá";5;5;5;5;5;5;5;8;8;8;8;8;8;8
"312360 Elói Mendes";9;9;9;9;9;9;11;11;11;11;11;11;11;11
"312390 Entre Rios de Minas";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"312400 Ervália";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"312410 Esmeraldas";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"312420 Espera Feliz";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"312430 Espinosa";4;6;6;6;6;6;6;6;6;6;6;6;6;6
"312450 Estiva";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"312470 Estrela do Indaiá";2;2;3;3;3;3;3;3;3;3;3;3;3;3
"312510 Extrema";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"312560 Felisburgo";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"312595 Fervedouro";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"312610 Formiga";12;12;12;12;12;12;12;12;12;12;12;12;12;12
"312670 Francisco Sá";20;20;5;5;5;5;5;5;5;5;5;5;5;5
"312690 Frei Inocêncio";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"312710 Frutal";7;8;8;8;8;8;8;8;8;8;8;8;8;8
"312760 Gouveia";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"312770 Governador Valadares";112;112;112;112;99;84;99;99;99;99;99;79;99;99
"312780 Grão Mogol";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"312800 Guanhães";17;17;10;10;10;10;10;10;10;10;10;10;10;10
"312810 Guapé";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"312820 Guaraciaba";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"312830 Guaranésia";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"312860 Guarda-Mor";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"312870 Guaxupé";12;12;12;12;12;12;12;12;12;12;12;12;12;12
"312910 Gurinhatã";3;3;2;2;2;2;2;2;2;2;2;2;2;2
"312940 Ibertioga";6;7;7;7;7;7;7;7;7;7;7;7;7;6
"312950 Ibiá";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"312970 Ibiraci";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"312980 Ibirité";9;9;9;9;9;9;9;9;9;9;9;9;9;9
"313090 Inhapim";16;16;16;16;16;16;16;20;20;20;20;20;20;20
"313120 Ipanema";13;13;14;14;14;14;14;14;14;14;14;14;14;14
"313130 Ipatinga";80;80;80;70;70;65;65;65;65;65;65;65;65;65
"313170 Itabira";45;23;28;28;28;28;28;28;28;28;28;28;28;28
"313180 Itabirinha";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"313190 Itabirito";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"313210 Itacarambi";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"313220 Itaguara";12;12;12;12;12;12;12;12;12;12;12;12;12;12
"313240 Itajubá";18;18;15;15;15;15;15;15;15;15;15;15;15;15
"313250 Itamarandiba";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"313270 Itambacuri";9;9;9;9;9;9;9;10;10;10;10;10;10;10
"313290 Itamogi";2;2;2;2;2;2;2;2;2;2;2;2;2;-
"313300 Itamonte";4;4;4;4;4;4;5;5;5;5;5;5;5;5
"313310 Itanhandu";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"313320 Itanhomi";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"313330 Itaobim";13;13;13;13;13;13;13;13;13;13;13;13;13;13
"313350 Itapecerica";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"313375 Itaú de Minas";4;4;4;4;4;6;6;6;6;6;6;6;6;6
"313380 Itaúna";6;5;5;5;5;5;5;5;5;5;5;5;5;5
"313420 Ituiutaba";9;9;9;9;2;2;2;2;2;2;2;2;2;2
"313440 Iturama";12;12;12;12;12;12;12;12;12;12;6;6;6;6
"313470 Jacinto";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"313490 Jacutinga";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"313505 Jaíba";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"313510 Janaúba";37;37;37;37;37;37;37;37;37;37;37;37;37;37
"313520 Januária";6;8;8;8;4;4;4;4;4;4;4;4;4;4
"313540 Jeceaba";-;2;2;2;2;2;2;2;2;2;2;2;2;2
"313580 Jequitinhonha";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"313600 Joaíma";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"313620 João Monlevade";10;8;8;8;14;14;14;14;18;18;18;18;14;14
"313630 João Pinheiro";12;12;12;12;12;12;12;12;12;12;12;12;12;12
"313650 Jordânia";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"313670 Juiz de Fora";126;126;121;121;121;121;114;114;114;114;117;117;147;147
"313690 Juruaia";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"313720 Lagoa da Prata";13;13;13;13;13;13;13;13;13;13;10;10;4;4
"313750 Lagoa Formosa";6;6;6;6;6;6;6;6;6;6;6;-;-;-
"313760 Lagoa Santa";9;7;7;7;7;7;7;7;7;7;7;7;7;7
"313770 Lajinha";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"313780 Lambari";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"313820 Lavras";23;23;23;23;23;23;23;23;23;23;23;23;23;23
"313840 Leopoldina";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"313860 Lima Duarte";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"313880 Luz";4;4;4;4;4;4;4;6;6;6;6;6;6;4
"313900 Machado";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"313920 Malacacheta";3;3;3;3;3;3;3;3;3;6;6;6;6;6
"313930 Manga";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"313940 Manhuaçu";39;39;39;39;21;21;21;33;33;33;33;33;33;33
"313950 Manhumirim";11;11;6;6;6;6;6;11;11;11;11;11;11;11
"313960 Mantena";12;12;12;12;12;12;12;14;14;14;14;14;14;14
"313980 Mar de Espanha";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"314000 Mariana";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"314070 Mateus Leme";13;13;13;13;13;13;13;13;13;13;13;13;13;13
"314090 Matipó";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"314110 Matozinhos";16;16;16;16;16;16;16;16;16;16;16;16;16;16
"314140 Medina";19;19;19;19;19;19;19;19;19;19;7;7;7;7
"314150 Mendes Pimentel";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"314160 Mercês";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"314180 Minas Novas";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"314200 Mirabela";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"314220 Miraí";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"314240 Moema";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"314260 Monsenhor Paulo";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"314270 Montalvânia";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"314280 Monte Alegre de Minas";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"314290 Monte Azul";11;11;11;11;11;11;11;11;11;11;11;11;11;11
"314300 Monte Belo";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"314310 Monte Carmelo";32;32;32;32;32;32;32;32;32;32;13;13;13;13
"314320 Monte Santo de Minas";8;8;8;8;8;8;7;7;7;7;7;7;7;7
"314330 Montes Claros";64;64;53;48;48;48;48;54;54;54;54;54;54;54
"314390 Muriaé";44;44;44;44;44;44;44;44;44;44;44;35;31;31
"314400 Mutum";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"314410 Muzambinho";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"314430 Nanuque";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"314460 Nepomuceno";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"314470 Nova Era";6;6;6;6;6;8;8;8;8;8;8;8;8;8
"314480 Nova Lima";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"314500 Nova Ponte";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"314510 Nova Resende";3;2;2;2;2;2;2;2;2;2;2;2;2;2
"314520 Nova Serrana";8;8;8;8;2;2;2;2;2;2;2;2;2;2
"314530 Novo Cruzeiro";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"314560 Oliveira";13;13;5;8;8;8;8;8;8;8;8;8;8;8
"314590 Ouro Branco";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"314600 Ouro Fino";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"314610 Ouro Preto";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"314630 Padre Paraíso";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"314650 Pains";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"314710 Pará de Minas";22;22;22;22;22;22;22;22;22;22;22;22;22;22
"314700 Paracatu";9;9;9;9;1;1;1;3;3;3;3;3;3;8
"314720 Paraguaçu";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"314730 Paraisópolis";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"314760 Passa Quatro";4;4;4;4;4;4;6;6;6;6;6;6;6;6
"314770 Passa Tempo";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"314790 Passos";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"314800 Patos de Minas";38;23;23;23;23;23;23;23;23;23;23;23;23;23
"314810 Patrocínio";14;14;14;14;14;14;14;14;14;14;14;14;14;14
"314860 Peçanha";8;8;8;8;13;13;13;13;13;8;8;8;8;8
"314870 Pedra Azul";10;9;9;9;9;9;9;9;9;9;9;9;9;9
"314930 Pedro Leopoldo";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"314980 Perdizes";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"314990 Perdões";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"315110 Pirapetinga";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"315120 Pirapora";24;24;24;24;24;24;24;24;24;24;24;24;24;24
"315140 Pitangui";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"315150 Piumhi";16;16;13;13;13;13;13;13;13;13;13;13;10;10
"315170 Poço Fundo";10;10;10;10;10;10;13;13;13;10;10;10;10;10
"315180 Poços de Caldas";16;16;16;16;30;25;25;25;25;25;25;25;25;25
"315200 Pompéu";6;6;6;6;6;8;8;8;6;6;6;6;6;6
"315210 Ponte Nova";12;12;10;10;10;10;10;10;10;10;10;10;10;10
"315220 Porteirinha";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"315240 Poté";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"315250 Pouso Alegre";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"315260 Pouso Alto";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"315280 Prata";2;2;2;2;2;3;2;3;3;3;3;3;3;3
"315340 Presidente Olegário";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"315400 Raul Soares";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"315410 Recreio";5;5;5;5;5;6;6;6;6;6;5;5;5;5
"315420 Resende Costa";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"315430 Resplendor";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"315460 Ribeirão das Neves";12;12;12;12;12;12;12;12;12;12;12;12;12;12
"315490 Rio Casca";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"315550 Rio Paranaíba";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"315560 Rio Pardo de Minas";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"315570 Rio Piracicaba";2;2;2;2;2;4;4;4;4;4;4;4;4;4
"315580 Rio Pomba";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"315590 Rio Preto";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"315600 Rio Vermelho";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"315660 Rubim";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"315670 Sabará";26;15;15;15;13;13;13;13;13;13;13;13;13;17
"315680 Sabinópolis";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"315690 Sacramento";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"315700 Salinas";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"315720 Santa Bárbara";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"315770 Santa Juliana";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"315780 Santa Luzia";1;1;1;1;1;21;16;16;16;16;16;16;16;16
"315790 Santa Margarida";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"315820 Santa Maria do Suaçuí";3;3;3;3;3;3;3;5;5;5;5;5;5;5
"315960 Santa Rita do Sapucaí";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"315980 Santa Vitória";4;4;4;4;4;4;4;4;4;5;5;5;5;5
"315990 Santo Antônio do Amparo";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"316040 Santo Antônio do Monte";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"316070 Santos Dumont";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"316100 São Domingos do Prata";6;6;6;6;6;7;7;7;7;7;7;7;7;7
"316110 São Francisco";7;6;6;6;6;6;6;6;6;6;6;6;6;6
"316200 São Gonçalo do Sapucaí";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"316210 São Gotardo";6;6;7;7;7;7;7;7;7;7;7;7;7;7
"316220 São João Batista do Glória";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"316240 São João da Ponte";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"316250 São João del Rei";27;9;9;9;9;9;13;20;20;20;20;20;20;20
"316270 São João do Paraíso";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"316280 São João Evangelista";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"316290 São João Nepomuceno";2;2;2;2;4;4;4;4;4;4;4;4;4;4
"316370 São Lourenço";16;16;16;16;16;16;16;16;16;16;12;12;12;12
"316470 São Sebastião do Paraíso";12;12;12;12;12;12;12;12;12;12;12;12;12;12
"316500 São Tiago";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"316530 São Vicente de Minas";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"316680 Serra do Salitre";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"316690 Serrania";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"316710 Serro";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"316720 Sete Lagoas";44;44;44;47;43;43;43;43;43;46;46;46;32;32
"316800 Taiobeiras";21;21;21;21;21;21;21;21;21;21;21;21;21;21
"316840 Tarumirim";21;21;21;21;21;21;21;21;21;21;21;21;21;21
"316860 Teófilo Otoni";55;55;46;40;42;42;42;50;50;50;50;50;42;42
"316870 Timóteo";15;15;15;15;15;15;15;15;15;15;15;15;15;15
"316920 Tombos";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"316930 Três Corações";6;7;7;7;4;4;4;4;4;4;4;6;6;6
"316935 Três Marias";1;1;1;1;1;1;2;2;2;2;2;2;2;2
"316940 Três Pontas";20;20;20;20;20;20;20;20;20;20;20;20;20;20
"316960 Tupaciguara";-;-;-;-;6;6;6;6;6;6;6;6;6;6
"316970 Turmalina";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"316990 Ubá";40;40;40;40;40;40;40;40;40;40;44;44;44;44
